Run Name,jkcliorr
F1 score on test data,0.6085238935615499,48
Dev class loss,0.0775079290569808,48
Dev class accuracy,97.63138944769568,48
Encoder loss,0.07756466985424082,48
learning rate,0.0001,48
Positive clustering at error rate 0.1%,22.077779083518344,49
Positive clustering at error rate 1%,39.13495040479722,49
Positive clustering at error rate 10%,67.76920576742079,49
Trapz,0.8861045345576498,49
NN classification on test data,99.39453125,49
max_Trapz,0.9024627985410814,49
epoch,48,49
NN test2train,62.24609375,49
NN test2train 10th mean,62.001953125,49
Kmeans cluster score %,66.40625,49
Accuracy for dev classification on test data %,63.0078125,49
F1 score on test data,0.6154295152438538,49
Dev class loss,0.07628351407829757,49
Dev class accuracy,97.67396671543526,49
Encoder loss,0.07633935852491426,49
learning rate,0.0001,49
Positive clustering at error rate 0.1%,22.334357881302125,50
Positive clustering at error rate 1%,38.53109687511079,50
Positive clustering at error rate 10%,66.22010556317728,50
Trapz,0.8890428284658204,50
NN classification on test data,99.453125,50
max_Trapz,0.9024627985410814,50
epoch,49,50
NN test2train,62.109375,50
NN test2train 10th mean,61.580078125,50
Kmeans cluster score %,67.67578125,50
Accuracy for dev classification on test data %,60.95703125,50
F1 score on test data,0.5936572784045008,50
